regime_dimension,regime_value,algorithm_display,dataset_count,mean_roc_auc,mean_f1,mean_evaluation_f1,mean_range_f1,mean_runtime_seconds
anomaly_ratio_bucket,moderate,SAND | Init 3000,21,0.8918147985688194,0.5032224672300557,0.5229343571847219,0.5229343571847219,12.642060242853837
variant,distorted,PCA | Whiten on,21,0.5423219957049922,0.06778574397162879,0.08536454059947202,0.08536454059947202,0.12097920953861571
variant,distorted,PCA | Standardize off,21,0.5414676848436122,0.06778574397162879,0.08536454059947202,0.08536454059947202,0.1188295047669228
variant,distorted,PCA | Weighted off,21,0.5413925632838961,0.06778574397162879,0.08536454059947202,0.08536454059947202,0.12177463333188955
variant,distorted,HBOS | Alpha 0.05,21,0.5974069597171178,0.07252696946496781,0.08500295590925003,0.08500295590925003,0.37955548095938174
variant,distorted,PCA | Components 0.95,21,0.5374414420940963,0.06527386417524603,0.08368288354420349,0.08368288354420349,0.06711619048257403
variant,distorted,OCSVM | Kernel linear,21,0.34737951911077464,0.004406455419738409,0.039519784682370496,0.039519784682370496,0.022285490479719425
variant,noise,Isolation Forest | Trees 400,3,0.9290354767217069,0.28104575163398693,0.28692284778075666,0.28692284778075666,0.9844949666488295
variant,noise,Isolation Forest | Seed 7,3,0.9112690755130574,0.2772277227722772,0.2838709677419355,0.2838709677419355,0.5067351999847839
variant,noise,PCA | Baseline,3,0.9192509004903601,0.26666666666666666,0.28205128205128205,0.28205128205128205,0.08299763333828498
variant,noise,PCA | Whiten on,3,0.9192509004903601,0.26666666666666666,0.28205128205128205,0.28205128205128205,0.09875260000505175
variant,noise,PCA | Score comps 2,3,0.9192411694213933,0.26666666666666666,0.28205128205128205,0.28205128205128205,0.037370733315280326
variant,noise,PCA | Weighted off,3,0.9184542862211571,0.26666666666666666,0.28205128205128205,0.28205128205128205,0.09266920001634087
variant,noise,PCA | Standardize off,3,0.9170829502480634,0.26666666666666666,0.28205128205128205,0.28205128205128205,0.0925639000100394
variant,noise,PCA | Components 0.95,3,0.9018868472699265,0.2651222651222651,0.2809099901088032,0.2809099901088032,0.022483566659502685
variant,noise,Isolation Forest | Max feat 0.6,3,0.9311403838950115,0.2671081677704194,0.274873105455578,0.274873105455578,1.247865099964353
variant,noise,HBOS | Alpha 0.05,3,0.9036311921511446,0.25536723163841807,0.2652889434623791,0.2652889434623791,0.3389734666755733
variant,noise,HBOS | Baseline,3,0.902808145309712,0.2525597269624573,0.2630643441166015,0.2630643441166015,0.3633079999902596
variant,noise,HBOS | Tol 0.2,3,0.902808145309712,0.2525597269624573,0.2630643441166015,0.2630643441166015,0.33963776665041223
variant,noise,HBOS | Bins 20,3,0.8916114994948453,0.24742268041237114,0.25874587458745874,0.25874587458745874,0.35426276666112244
variant,noise,SAND | Alpha 0.7,3,0.9552559909890957,0.23908045977011494,0.23908045977011494,0.23908045977011494,3.60270853334805
variant,noise,SAND | Batch 1000,3,0.9572566760235922,0.2379862700228833,0.2379862700228833,0.2379862700228833,4.390890033352965
variant,noise,SAND | Subseq x2,3,0.9510653070833849,0.2369020501138952,0.23690205011389523,0.23690205011389523,5.6309041333540035
variant,noise,SAND | k = 3,3,0.9574592269829694,0.23582766439909297,0.235827664399093,0.235827664399093,2.7551259333461835
variant,noise,SAND | Baseline,3,0.9425692938524118,0.23582766439909297,0.235827664399093,0.235827664399093,3.301938999987518
variant,noise,SAND | Overlap 64,3,0.9605179809667391,0.23529411764705885,0.2352941176470588,0.2352941176470588,4.250524833332747
variant,noise,SAND | Init 3000,3,0.9595775502819919,0.22764227642276424,0.2295944076445959,0.2295944076445959,4.958586733322591
variant,noise,Isolation Forest | Baseline,3,0.9145369421594801,0.28047464940668826,0.2254651221102252,0.2254651221102252,0.517132600012701
variant,noise,Isolation Forest | Max samples auto,3,0.9145369421594801,0.28047464940668826,0.2254651221102252,0.2254651221102252,0.5104574999810817
variant,noise,Matrix Profile | Baseline,3,0.9487986761231723,0.21311475409836067,0.21311475409836067,0.21311475409836067,0.09133470002173756
variant,noise,Matrix Profile | Subseq x1,3,0.897983289318412,0.266355180395295,0.19843253530675423,0.19843253530675423,0.11028063332196325
variant,noise,Isolation Forest | Bootstrap on,3,0.8852033726584702,0.28289473684210525,0.1914279639136114,0.1914279639136114,0.4856030333515567
variant,noise,DAMP | Baseline,3,0.772061173487692,0.20329670329670332,0.1550387596899225,0.1550387596899225,5.829837466667716
variant,noise,DAMP | x_lag x8,3,0.7675996729435824,0.20555555555555557,0.1550387596899225,0.1550387596899225,5.482202566655663
