dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__subsequence_multiplier,param__kernel,param__nu,param__gamma,param__train_fraction
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6333446000353433,0.3304426038445964,0.13751212945836974,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.3386328360983317,0.0026343562205515193,0.0,0.0,0.0,0.0,0.7429789922197056,0,11889,66,45,0.0,0.0,0.0,0.0,0.0,0.5563611111111111,0.8752500000000001,218,0.0,0.0,0.0,,,,,,,,,,
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,1.270137999963481,0.3486564212898641,0.1565807788847477,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.3471759840141271,0.0027220899869053214,0.0,0.0,0.0,0.0,0.8183987579441072,0,11856,99,45,0.0,0.0,0.0,0.0,0.0,0.5571919191919191,0.8684166666666666,218,0.0,0.0,0.0,,,,,,,,,,
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,9.400883700000122,0.34306740476015185,0.1495323182721981,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.34921882987127656,0.0027176739448964366,0.0,0.0,0.0,0.0,0.7916643595767461,0,11868,87,45,0.0,0.0,0.0,0.0,0.0,0.5614252873563218,0.69225,218,0.0,0.0,0.0,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6343446000246331,0.1856360642763591,0.09158513261399445,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.8007651244705029,0.24587637739779641,0.48951048951048953,0.32710280373831774,0.39215686274509803,0.3925233644859813,0.4603914621183424,70,11713,73,144,0.7429577464788732,0.3308411214953271,0.45781566995396955,1.0,0.16355140186915887,0.9877907925407924,0.9920367990654205,218,0.7429577464788732,0.3308411214953271,0.45781566995396955,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,1.2593365999637172,0.15494136345973789,0.09586541420532635,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.7789877424665095,0.2528936874588139,0.5,0.3317757009345794,0.398876404494382,0.3878504672897196,0.4425376060757169,71,11715,71,143,0.5,0.4654205607476636,0.48209099709583736,1.0,0.3317757009345794,0.988125,0.9920369937694704,218,0.5,0.4654205607476636,0.48209099709583736,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,9.488555799995083,0.13735660718128273,0.09194146947972313,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.7550721511820615,0.2804343022811937,0.4861111111111111,0.32710280373831774,0.39106145251396646,0.4205607476635514,0.4131810156204521,70,11712,74,144,0.4861111111111111,0.4616822429906542,0.4735818565285272,1.0,0.32710280373831774,0.9876666666666666,0.9919252336448597,218,0.4861111111111111,0.4616822429906542,0.4735818565285272,,,,,,,,,,
130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,130,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,218,1,12000,119,4000,6527,6645,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6213528000516817,0.35907359209026396,0.15033822818369907,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.9705419075297824,0.2930934329747316,0.3,0.25210084033613445,0.273972602739726,0.29411764705882354,0.8100882766413612,30,11811,70,89,0.16666666666666666,0.2504201680672269,0.20013431833445267,1.0,0.06302521008403361,0.8326833333333333,0.9980038515406162,218,0.16666666666666666,0.2504201680672269,0.20013431833445267,,,,,,,,,,
130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,130,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,218,1,12000,119,4000,6527,6645,zscore,sigma,3.0,range,datasets\normalized\zscore,1.2666376000270247,0.3381898934318731,0.16611777530763813,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.9852896970588589,0.2530602350419007,0.22142857142857142,0.2605042016806723,0.23938223938223938,0.23529411764705882,0.8365432193547875,31,11772,109,88,0.14832535885167464,0.25210084033613445,0.18676573953208153,1.0,0.06512605042016807,0.8512130952380952,0.9988231792717087,218,0.14832535885167464,0.25210084033613445,0.18676573953208153,,,,,,,,,,
130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,130,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,218,1,12000,119,4000,6527,6645,zscore,sigma,3.0,range,datasets\normalized\zscore,9.45740419998765,0.3253126747962954,0.14837803964271676,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9889520659707364,0.37067273915014887,0.2777777777777778,0.37815126050420167,0.3202846975088968,0.36134453781512604,0.7704467937244457,45,11764,117,74,0.18012422360248448,0.2605042016806723,0.21298270552001894,1.0,0.07563025210084034,0.835650205761317,0.999468487394958,218,0.18012422360248448,0.2605042016806723,0.21298270552001894,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6542844999930821,0.34235063889958073,0.14778059050128456,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.9878283419775806,0.13851283979669937,0.12777777777777777,0.5,0.20353982300884957,0.06521739130434782,0.7856924104034344,23,11797,157,23,0.16558441558441558,0.30000000000000004,0.21338912133891214,1.0,0.125,0.9180523148148148,0.9997146739130435,218,0.16558441558441558,0.30000000000000004,0.21338912133891214,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,1.292871700017713,0.2858283258470295,0.1479390719218109,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.9900688145136065,0.15619941351167652,0.1708542713567839,0.7391304347826086,0.27755102040816326,0.10869565217391304,0.7296455416124623,34,11789,165,12,0.32793522267206476,0.284472049689441,0.3046613231719335,1.0,0.10559006211180123,0.9294568676716918,0.9999755434782608,218,0.32793522267206476,0.284472049689441,0.3046613231719335,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,9.335880499973428,0.3080743538673861,0.14944627768656427,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9881011267831034,0.1340061735831184,0.13513513513513514,0.6521739130434783,0.22388059701492538,0.08695652173913043,0.7564131869270789,30,11762,192,16,0.26382876382876386,0.2745341614906832,0.26907502373747433,1.0,0.09316770186335403,0.8803018018018017,0.9999365942028986,218,0.26382876382876386,0.2745341614906832,0.26907502373747433,,,,,,,,,,
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440,151,MesoplodonDensirostris,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6958189000142738,0.21138934329283596,0.1867574610907837,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.7046379312354992,0.011325479505418866,0.0,0.0,0.0,0.0,0.7716617265651871,0,24297,209,161,0.0,0.0,0.0,0.0,0.0,0.35801013034286544,0.37098147322333475,46,0.0,0.0,0.0,,,,,,,,,,
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440,151,MesoplodonDensirostris,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,1.4277335000224411,0.20312923271068142,0.18136600192275093,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.7139382268152861,0.011900837620361624,0.0,0.0,0.0,0.0,0.7472272384789341,0,24314,192,161,0.0,0.0,0.0,0.0,0.0,0.35878674781421865,0.3710220132160376,46,0.0,0.0,0.0,,,,,,,,,,
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440,151,MesoplodonDensirostris,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,3.3269633000018075,0.20416884261205956,0.1830407284528892,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.7242647636552944,0.012223404324117462,0.0,0.0,0.0,0.0,0.7532910279707272,0,24330,176,161,0.0,0.0,0.0,0.0,0.0,0.35875106417480845,0.3709003932379292,46,0.0,0.0,0.0,,,,,,,,,,
102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,102,MesoplodonDensirostris,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.771358700003475,0.20816413590182478,0.18335182330642696,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.6977241725058586,0.011425143398002102,0.0,0.0,0.0,0.0,0.7582196058211057,0,24298,208,161,0.0,0.0,0.0,0.0,0.0,0.35752765295271477,0.37085985324522636,46,0.0,0.0,0.0,,,,,,,,,,
102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,102,MesoplodonDensirostris,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,1.4588246999774128,0.19534532190794904,0.17772163014583633,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.6937897830066208,0.011504768365748737,0.0,0.0,0.0,0.0,0.7285102123454581,0,24279,227,161,0.0,0.0,0.0,0.0,0.0,0.3578539270840905,0.37369765273442246,46,0.0,0.0,0.0,,,,,,,,,,
102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,102,MesoplodonDensirostris,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,46,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,3.3008931999793276,0.21054233506465567,0.17938709162633568,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.6830835698495438,0.011144026726310895,0.0,0.0,0.0,0.0,0.7487036099436627,0,24297,209,161,0.0,0.0,0.0,0.0,0.0,0.3577626230189958,0.37085985324522636,46,0.0,0.0,0.0,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.7211172000388615,0.1992162959653325,0.17509510199569586,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.7089882411862123,0.011670297025281735,0.0,0.0,0.0,0.0,0.7245016019524201,0,24350,156,161,0.0,0.0,0.0,0.0,0.0,0.37608873268864346,0.9273117930838772,45,0.0,0.0,0.0,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,1.4544365999754518,0.19308987916912576,0.17024347506690246,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.7030720832469471,0.011638304593792793,0.0,0.0,0.0,0.0,0.7038203043698332,0,24334,172,161,0.0,0.0,0.0,0.0,0.0,0.35405626196754725,0.36429237442737256,45,0.0,0.0,0.0,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,3.4049125000019558,0.20515518968200483,0.17480971852985897,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.6862877540954605,0.010973934005000466,0.0,0.0,0.0,0.0,0.7295843452715818,0,24350,156,161,0.0,0.0,0.0,0.0,0.0,0.3543304508359035,0.36425183443466974,45,0.0,0.0,0.0,,,,,,,,,,
152_UCR_Anomaly_PowerDemand1_9000_18485_18821,152,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1925650000339374,0.34465460531518943,0.17893284269249504,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.12550492932142593,0.0059516298504161185,0.0,0.0,0.0,0.0,0.8814531333926746,0,29447,147,337,0.0,0.0,0.0,0.0,0.0,0.5192098288648928,0.708095285824062,168,0.0,0.0,0.0,,,,,,,,,,
152_UCR_Anomaly_PowerDemand1_9000_18485_18821,152,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,2.287774400028866,0.3263543567793615,0.16796300576344803,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.12684241673015362,0.005957109846411492,0.0,0.0,0.0,0.0,0.8302433740697055,0,29347,247,337,0.0,0.0,0.0,0.0,0.0,0.46676235233073865,0.708095285824062,168,0.0,0.0,0.0,,,,,,,,,,
152_UCR_Anomaly_PowerDemand1_9000_18485_18821,152,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,22.945492000028025,0.3234584375497207,0.17842833244270004,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.14014840605471998,0.0060239580084675455,0.0,0.0,0.0,0.0,0.8587434348778208,0,29397,197,337,0.0,0.0,0.0,0.0,0.0,0.47211132135213874,0.707293441582306,168,0.0,0.0,0.0,,,,,,,,,,
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,212,Italianpowerdemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,168,1,29931,25,8913,29480,29504,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1421899999841116,0.3308793968591377,0.17913428817661498,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.23502574734167056,0.000537597512382448,0.0,0.0,0.0,0.0,0.8682822613889827,0,29748,158,25,0.0,0.0,0.0,0.0,0.0,0.3726086877455278,0.8904480304700811,168,0.0,0.0,0.0,,,,,,,,,,
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,212,Italianpowerdemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,168,1,29931,25,8913,29480,29504,zscore,sigma,3.0,range,datasets\normalized\zscore,2.2933551999740303,0.31016437106315753,0.17005654413313975,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.17391158964756237,0.0005061827899811553,0.0,0.0,0.0,0.0,0.8203340034625768,0,29652,254,25,0.0,0.0,0.0,0.0,0.0,0.3398623921633931,0.4777321172029,168,0.0,0.0,0.0,,,,,,,,,,
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,212,Italianpowerdemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,168,1,29931,25,8913,29480,29504,zscore,sigma,3.0,range,datasets\normalized\zscore,22.976020400004927,0.2976120770772489,0.18202806280417327,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.15652644954189793,0.0004925121821406521,0.0,0.0,0.0,0.0,0.8436962654897687,0,29704,202,25,0.0,0.0,0.0,0.0,0.0,0.34347464514918974,0.4768300424309245,168,0.0,0.0,0.0,,,,,,,,,,
154_UCR_Anomaly_PowerDemand3_16000_23405_23477,154,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1716257000225596,0.338423523121376,0.17768992553112842,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.25928894484119813,0.0015337163855171708,0.0,0.0,0.0,0.0,0.8714932997147613,0,29703,155,73,0.0,0.0,0.0,0.0,0.0,0.37383045520826935,0.7870101232835521,168,0.0,0.0,0.0,,,,,,,,,,
154_UCR_Anomaly_PowerDemand3_16000_23405_23477,154,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,2.423809700005222,0.3175196122069436,0.16805202003429331,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.2433619589343899,0.0015173277146176146,0.0,0.0,0.0,0.0,0.8216756723098235,0,29605,253,73,0.0,0.0,0.0,0.0,0.0,0.3404924211060934,0.4777321172029,168,0.0,0.0,0.0,,,,,,,,,,
154_UCR_Anomaly_PowerDemand3_16000_23405_23477,154,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,23.01905440003611,0.2994103077599423,0.1831558421142971,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.24027015544811653,0.0014980636933745299,0.0,0.0,0.0,0.0,0.8488778341028336,0,29661,197,73,0.0,0.0,0.0,0.0,0.0,0.34695340738860125,0.47683004243092453,168,0.0,0.0,0.0,,,,,,,,,,
155_UCR_Anomaly_PowerDemand4_18000_24005_24077,155,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1657883999869227,0.33156992472578484,0.1783686823885302,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.27677307291040604,0.0016066657037459462,0.0,0.0,0.0,0.0,0.8666759718913755,0,29702,156,73,0.0,0.0,0.0,0.0,0.0,0.36675336179195056,0.4772309645518025,168,0.0,0.0,0.0,,,,,,,,,,
155_UCR_Anomaly_PowerDemand4_18000_24005_24077,155,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,2.301273000019137,0.31615935982905236,0.16989651036792314,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.26686269346137925,0.0015862599294349635,0.0,0.0,0.0,0.0,0.8258488909328219,0,29614,244,73,0.0,0.0,0.0,0.0,0.0,0.3415604524285638,0.4777321172029,168,0.0,0.0,0.0,,,,,,,,,,
155_UCR_Anomaly_PowerDemand4_18000_24005_24077,155,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,23.174539699975867,0.29234962865146846,0.18367960499479083,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.27642760206530087,0.0016054082688484001,0.0,0.0,0.0,0.0,0.843388443635841,0,29657,201,73,0.0,0.0,0.0,0.0,0.0,0.3428413543521576,0.47683004243092453,168,0.0,0.0,0.0,,,,,,,,,,
153_UCR_Anomaly_PowerDemand2_14000_23357_23717,153,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,168,1,29931,361,14000,23357,23717,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1157791000441648,0.3433440871054549,0.18047624946433935,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.05287729852727506,0.0062017561445701815,0.0,0.0,0.0,0.0,0.884772835498473,0,29419,151,361,0.0,0.0,0.0,0.0,0.0,0.36358879285491286,0.7918880090875682,168,0.0,0.0,0.0,,,,,,,,,,
153_UCR_Anomaly_PowerDemand2_14000_23357_23717,153,PowerDemand,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,168,1,29931,361,14000,23357,23717,zscore,sigma,3.0,range,datasets\normalized\zscore,2.3213187999790534,0.30794851791350086,0.1736935274403076,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.051641581036406405,0.006181274078082261,0.0,0.0,0.0,0.0,0.8290291002344237,0,29323,247,361,0.0,0.0,0.0,0.0,0.0,0.3420023273502064,0.4777321172029,168,0.0,0.0,0.0,,,,,,,,,,
