dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,114,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0606714000168722,0.2318692377109517,0.0742912657339329,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.9994067900478,0.8898088096375087,0.2659574468085106,1.0,0.4201680672268907,0.8,0.4547430349127505,25.0,8090.0,69.0,0.0,0.0595238095238095,1.0,0.1123595505617977,1.0,1.0,0.7085562644287765,1.0,24,0.0595238095238095,1.0,0.1123595505617977,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,114,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0658051999926101,0.2100031864945351,0.0732318503265252,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.9994558156636844,0.8869681108455377,0.2525252525252525,1.0,0.4032258064516129,0.8,0.4296987374741108,25.0,8085.0,74.0,0.0,0.0525210084033613,1.0,0.0998003992015968,1.0,1.0,0.6966642228739003,1.0,24,0.0525210084033613,1.0,0.0998003992015968,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,115,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,24,1,8184,25,4000,6520,6544,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0393083999806549,0.303882341534768,0.0899692044980977,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.8505405074151244,0.1821978203930005,0.1011235955056179,0.36,0.1578947368421052,0.24,0.5737899550290612,9.0,8079.0,80.0,16.0,0.0346153846153846,0.488,0.0646452752428613,1.0,0.36,0.6929497951607412,0.9987487781036168,24,0.0346153846153846,0.488,0.0646452752428613,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,115,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,ocsvm__tab_04,4,auto,auto_ablation,Measures a more local nonlinear boundary than the default `scale` heuristic.,ablation,gamma,Gamma 0.1,score_driver,24,1,8184,25,4000,6520,6544,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0336080999986734,0.5055541195490767,0.1130445414848128,"{""gamma"": 0.1, ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.5555484740777057,0.0549671950626556,0.1428571428571428,0.08,0.1025641025641025,0.08,0.8446877440035152,2.0,8147.0,12.0,23.0,0.0833333333333333,0.264,0.1266794625719769,1.0,0.08,0.8085681119955314,0.9974144672531768,24,0.0833333333333333,0.264,0.1266794625719769,,,,,,,,,,,,,,,,rbf,0.05,0.1,0.1,,,,,
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,115,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,ocsvm__tab_02,2,auto,auto_ablation,Measures whether a linear novelty boundary is sufficient in the embedded window space.,ablation,kernel,Kernel linear,score_driver,24,1,8184,25,4000,6520,6544,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0118660000152885,0.4682600367740684,0.1184422602206491,"{""gamma"": ""scale"", ""kernel"": ""linear"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.0826964088736364,0.0016415789277027,0.0,0.0,0.0,0.0,0.8235868174360158,0.0,8126.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.6940889836784265,0.9839931573802542,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,linear,0.05,scale,0.1,,,,,
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,115,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,24,1,8184,25,4000,6520,6544,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0595207000151276,0.2966594435607812,0.0900347945736226,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.8495403848510847,0.1736071882086158,0.0957446808510638,0.36,0.1512605042016806,0.2,0.5667638272816493,9.0,8074.0,85.0,16.0,0.0364372469635627,0.488,0.0678112648221343,1.0,0.36,0.6806105842224579,0.9987487781036168,24,0.0364372469635627,0.488,0.0678112648221343,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,115,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,24,1,8184,25,4000,6520,6544,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0654684000182896,0.2718694548512146,0.0894202343349204,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.8642578747395514,0.1702502429967345,0.09375,0.36,0.1487603305785124,0.2,0.5401301578559761,9.0,8072.0,87.0,16.0,0.0364372469635627,0.488,0.0678112648221343,1.0,0.36,0.6830108036005212,0.9987487781036168,24,0.0364372469635627,0.488,0.0678112648221343,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0395207999972626,0.3430403470449031,0.0998721076710959,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.293511282816753,0.0039565034490714,0.0,0.0,0.0,0.0,0.6426566700581908,0.0,8056.0,79.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5617096341116349,0.9886363636363636,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,ocsvm__tab_04,4,auto,auto_ablation,Measures a more local nonlinear boundary than the default `scale` heuristic.,ablation,gamma,Gamma 0.1,score_driver,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.034000499988906,0.526488467922948,0.1192056619865193,"{""gamma"": 0.1, ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.0551409254543858,0.0031610780488401,0.0,0.0,0.0,0.0,0.8841054538825059,0.0,8124.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5741857726828401,0.7831133919843598,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.05,0.1,0.1,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,ocsvm__tab_02,2,auto,auto_ablation,Measures whether a linear novelty boundary is sufficient in the embedded window space.,ablation,kernel,Kernel linear,score_driver,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0117216999933589,0.4685123147156422,0.1172723970581956,"{""gamma"": ""scale"", ""kernel"": ""linear"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.5253289514945498,0.0059653012256358,0.0,0.0,0.0,0.0,0.8203295058902292,0.0,8100.0,35.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5767892054182376,0.783357771260997,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,linear,0.05,scale,0.1,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.059860999986995,0.3414167184748177,0.101838883062158,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.3300252122975803,0.0042141649839855,0.0,0.0,0.0,0.0,0.6469333676612918,0.0,8043.0,92.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5417397148200094,0.9886363636363636,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0652500000142026,0.3047706567177435,0.098313411091219,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.3326267200180626,0.0042579328009815,0.0,0.0,0.0,0.0,0.5997108899914008,0.0,8046.0,89.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5679889233033488,0.988880742913001,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0403409000136889,0.2429517803397369,0.0751029755785846,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.7902813491715063,0.4710519784888378,0.2808988764044944,0.5102040816326531,0.3623188405797101,0.4693877551020408,0.4682607070754908,25.0,8071.0,64.0,24.0,0.1,0.4040816326530612,0.1603238866396761,1.0,0.2551020408163265,0.6839901369622283,0.9993379316536,24,0.1,0.4040816326530612,0.1603238866396761,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,ocsvm__tab_04,4,auto,auto_ablation,Measures a more local nonlinear boundary than the default `scale` heuristic.,ablation,gamma,Gamma 0.1,score_driver,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0349397999816574,0.3706751270746012,0.0844232575825849,"{""gamma"": 0.1, ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.6312356534500708,0.2857045471627613,0.55,0.2244897959183673,0.3188405797101449,0.3673469387755102,0.6239448998223562,11.0,8126.0,9.0,38.0,0.4285714285714285,0.2598639455782313,0.3235460191981931,1.0,0.0748299319727891,0.7677785923753665,0.9981060606060606,24,0.4285714285714285,0.2598639455782313,0.3235460191981931,,,,,,,,,,,,,,,,rbf,0.05,0.1,0.1,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,ocsvm__tab_02,2,auto,auto_ablation,Measures whether a linear novelty boundary is sufficient in the embedded window space.,ablation,kernel,Kernel linear,score_driver,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0125969999935477,0.5933704500640058,0.0923608136010079,"{""gamma"": ""scale"", ""kernel"": ""linear"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.2730880674334884,0.0152306404266318,0.1142857142857142,0.0816326530612244,0.0952380952380952,0.0816326530612244,0.8704528908670295,4.0,8104.0,31.0,45.0,0.1,0.2653061224489796,0.1452513966480446,1.0,0.0816326530612244,0.6101365032816646,0.9949503261715242,24,0.1,0.2653061224489796,0.1452513966480446,,,,,,,,,,,,,,,,linear,0.05,scale,0.1,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0612554999825079,0.2360993480568044,0.0749509300082243,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.8037906250391982,0.4678797393555152,0.268041237113402,0.5306122448979592,0.3561643835616438,0.4897959183673469,0.4609521380814775,26.0,8064.0,71.0,23.0,0.0888888888888888,0.4122448979591837,0.1462443438914027,1.0,0.2653061224489796,0.6707606493938386,0.9993940391405828,24,0.0888888888888888,0.4122448979591837,0.1462443438914027,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0673514000081922,0.2147678306941913,0.0740449450194445,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.8165347515773365,0.4644312816012901,0.2647058823529412,0.5510204081632653,0.3576158940397351,0.4897959183673469,0.4369026657525248,27.0,8060.0,75.0,22.0,0.087719298245614,0.4204081632653061,0.145152198421646,1.0,0.2755102040816326,0.6797481455925479,0.9994476529614778,24,0.087719298245614,0.4204081632653061,0.145152198421646,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0393974999897182,0.3447382842634094,0.1003033565082801,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.8329290167203943,0.0466959230236266,0.048780487804878,0.0816326530612244,0.0610687022900763,0.0204081632653061,0.6456483537882498,4.0,8057.0,78.0,45.0,0.0909090909090909,0.2326530612244898,0.1307339449541284,1.0,0.0408163265306122,0.6151972617600077,0.9978192890059248,24,0.0909090909090909,0.2326530612244898,0.1307339449541284,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,ocsvm__tab_04,4,auto,auto_ablation,Measures a more local nonlinear boundary than the default `scale` heuristic.,ablation,gamma,Gamma 0.1,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0337199000059627,0.5272911112690919,0.119093300043711,"{""gamma"": 0.1, ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.2458964163415827,0.0075175350638847,0.0,0.0,0.0,0.0204081632653061,0.884571011400225,0.0,8125.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.6502504887585532,0.8947947214076246,24,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.05,0.1,0.1,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,ocsvm__tab_02,2,auto,auto_ablation,Measures whether a linear novelty boundary is sufficient in the embedded window space.,ablation,kernel,Kernel linear,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0119941000011749,0.4684196214151414,0.1183065528350987,"{""gamma"": ""scale"", ""kernel"": ""linear"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.2879194209951958,0.0053855712342454,0.0294117647058823,0.0204081632653061,0.0240963855421686,0.0204081632653061,0.8233392799204376,1.0,8102.0,33.0,48.0,0.1,0.2163265306122449,0.1367741935483871,1.0,0.0204081632653061,0.6478620407107124,0.9962844375286772,24,0.1,0.2163265306122449,0.1367741935483871,,,,,,,,,,,,,,,,linear,0.05,scale,0.1,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0598938000039197,0.3431745755726634,0.1024381532179946,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.8556476800923197,0.0489784417230207,0.0543478260869565,0.1020408163265306,0.0709219858156028,0.0204081632653061,0.6504890352266472,5.0,8048.0,87.0,44.0,0.0833333333333333,0.2408163265306122,0.123819517313746,1.0,0.0510204081632653,0.6023404628330996,0.9978354978354976,24,0.0833333333333333,0.2408163265306122,0.123819517313746,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0653699000249616,0.3066182726052558,0.0991804795937262,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.8728547596051327,0.0544486173915499,0.0659340659340659,0.1224489795918367,0.0857142857142857,0.0204081632653061,0.6041597113864343,6.0,8050.0,85.0,43.0,0.0952380952380952,0.2489795918367347,0.1377752682100508,1.0,0.0612244897959183,0.6270080725725887,0.9978492129989824,24,0.0952380952380952,0.2489795918367347,0.1377752682100508,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,0.7453971999930218,0.4374754382543785,0.0531818032185646,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.4740336570724721,0.1970466408865727,0.2729357798165137,0.3953488372093023,0.3229308005427408,0.3820598006644518,0.5970208479100725,119.0,29382.0,317.0,182.0,0.027027027027027,0.3581395348837209,0.0502610966057441,1.0,0.1976744186046511,0.6614336773700304,0.9981327242524916,91,0.027027027027027,0.3581395348837209,0.0502610966057441,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,ocsvm__tab_04,4,auto,auto_ablation,Measures a more local nonlinear boundary than the default `scale` heuristic.,ablation,gamma,Gamma 0.1,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5753031999920495,0.3444764770770421,0.0742044759071742,"{""gamma"": 0.1, ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.3719171725079057,0.051780959437387,0.0440729483282674,0.0963455149501661,0.0604796663190823,0.0730897009966777,0.5670899047985648,29.0,29070.0,629.0,272.0,0.0625,0.2770764119601329,0.1019933961110431,1.0,0.0963455149501661,0.5313215298885511,0.9956766334440752,91,0.0625,0.2770764119601329,0.1019933961110431,,,,,,,,,,,,,,,,rbf,0.05,0.1,0.1,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,ocsvm__tab_02,2,auto,auto_ablation,Measures whether a linear novelty boundary is sufficient in the embedded window space.,ablation,kernel,Kernel linear,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,0.2101036999956704,0.8592422031292998,0.1141044003367459,"{""gamma"": ""scale"", ""kernel"": ""linear"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.0517091808968365,0.0052153069887524,0.0,0.0,0.0,0.0,1.2015554041395375,0.0,29699.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,,0.0,91,0.0,0.0,0.0,,,,,,,,,,,,,,,,linear,0.05,scale,0.1,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Nu 0.10,Nu 0.10,ocsvm__tab_03,3,auto,auto_ablation,Measures a more permissive novelty boundary.,ablation,nu,Nu 0.10,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,1.109755799989216,0.4020613333469931,0.0878902769550323,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1, ""train_fraction"": 0.1}",,,,,,,0.5338692231994567,0.0891962787953087,0.1174728529121421,0.3953488372093023,0.1811263318112633,0.0930232558139534,0.6657321642120902,119.0,28805.0,894.0,182.0,0.1111111111111111,0.3581395348837209,0.1696035242290748,1.0,0.1976744186046511,0.5692083744652846,0.9981907530454044,91,0.1111111111111111,0.3581395348837209,0.1696035242290748,,,,,,,,,,,,,,,,rbf,0.1,scale,0.1,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,ocsvm__tab_05,5,auto,auto_ablation,Measures a longer mostly-normal warmup segment for fitting the boundary.,ablation,train_fraction,Train frac 0.20,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,1.3407448999932967,0.4375532859056255,0.0499523237893675,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.2}",,,,,,,0.4803783789044431,0.2180777040009903,0.3391304347826087,0.388704318936877,0.3622291021671827,0.3820598006644518,0.5874102572737283,117.0,29471.0,228.0,184.0,0.0357142857142857,0.3554817275747508,0.064907491659084,1.0,0.1943521594684385,0.6853586956521739,0.998085326688815,91,0.0357142857142857,0.3554817275747508,0.064907491659084,,,,,,,,,,,,,,,,rbf,0.05,scale,0.2,,,,,
120_UCR_Anomaly_ECG2_15000_16000_16100,120,ECG,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,auto,auto_ablation,Standard RBF novelty boundary with short warm-up.,baseline,baseline,Baseline,baseline,91,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,0.7019351999624632,0.4370105319786587,0.0500851525892145,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05, ""train_fraction"": 0.1}",,,,,,,0.0516501263825837,0.0017485645206613,0.0,0.0,0.0,0.0,0.5872659897463023,0.0,29472.0,427.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5754026541764247,0.9905666666666668,91,0.0,0.0,0.0,,,,,,,,,,,,,,,,rbf,0.05,scale,0.1,,,,,
