regime_dimension,regime_value,algorithm_display,dataset_count,mean_roc_auc,mean_f1,mean_evaluation_f1,mean_range_f1,mean_runtime_seconds
anomaly_ratio_bucket,sparse,SAND | Subseq x2,130,0.922105200981197,0.2495911411799373,0.17815606271365947,0.17815606271365947,14.168242544613895
anomaly_ratio_bucket,sparse,SAND | Overlap 64,130,0.9338661667223072,0.24043119287131343,0.17708136837079747,0.17708136837079747,41.442258349230485
anomaly_ratio_bucket,sparse,SAND | Baseline,131,0.9281851116312017,0.23446899699997983,0.17160671725479698,0.17160671725479698,25.906400677865108
anomaly_ratio_bucket,sparse,Matrix Profile | Subseq x1,130,0.9020715724368862,0.2735260963622121,0.16922337044128358,0.16922337044128358,0.6469898823073331
anomaly_ratio_bucket,sparse,OCSVM | Gamma 0.1,130,0.701435864992118,0.2299675126635234,0.15797295723711252,0.15797295723711252,0.7175615292293235
anomaly_ratio_bucket,sparse,SAND | Batch 1000,130,0.9258030754602422,0.19986907139857427,0.15370290744889528,0.15370290744889528,22.86745838923044
anomaly_ratio_bucket,sparse,Matrix Profile | Baseline,130,0.9282200612876135,0.25689412350479823,0.14966914823022962,0.14966914823022962,0.6662727792297328
anomaly_ratio_bucket,sparse,Matrix Profile | Subseq x4,130,0.9248827627319162,0.17462109306825047,0.11039918438281021,0.11039918438281021,0.6740962553836513
anomaly_ratio_bucket,sparse,OCSVM | Train frac 0.20,130,0.7496543035719038,0.21791719367651974,0.11002959220291388,0.11002959220291388,1.538158368459867
anomaly_ratio_bucket,sparse,OCSVM | Baseline,130,0.7553939349448783,0.21045046765829103,0.10195088720470409,0.10195088720470409,0.8143427600013987
anomaly_ratio_bucket,sparse,DAMP | Start x2,130,0.8304789823238188,0.1301728701281702,0.10075024631209588,0.10075024631209588,18.811480173073672
anomaly_ratio_bucket,sparse,DAMP | x_lag x8,130,0.8107970427141145,0.11424764221157499,0.09772971821744152,0.09772971821744152,15.394603301536588
anomaly_ratio_bucket,sparse,DAMP | Baseline,130,0.8113468735667451,0.11314166967119,0.09427662857492987,0.09427662857492987,15.653955188461204
